report_nr,programm,projekttitel,antragsteller_innen_verantwortliche_personen,forderzeitraum_von,forderzeitraum_bis
67,Forschendes Lernen,Migration lokal denken. Begegnungen mit religiösen Gemeinschaften in NRW,"Prof. Dr. Claudia Jahnel, Dr. Claudia Rammelt",2019-10-01T00:00:00Z,2020-07-31T00:00:00Z
67,Forschendes Lernen,Nachhaltigkeitsforschung in der Praxis – Die RUB als lebendes Labor für die Entwicklung und Umsetzung von Nachhaltigkeitsmaßnahmen über eine kooperative Einbindung in Forschung und Lehre,"Dr.-Ing. Christian Jolk, Prof. Dr. Harro Stolpe,Prof. Dr.-Ing. Martin Radenberg, Ina Schwarz, Matthias Thome, Johannes Gerwers, Dr. Ulrike Schulte",2020-10-01T00:00:00Z,2021-09-30T00:00:00Z
67,Forschendes Lernen,Online Enzyklopädie – Praktiken der Gewalt,Dr. Christian Gudehus,2019-10-01T00:00:00Z,2021-09-30T00:00:00Z
67,Forschendes Lernen,Pergament und Mikrofon: Ein Mediävistischer Podcast,"Holger Kahle, Anika Meißner",2020-10-01T00:00:00Z,2021-09-30T00:00:00Z
67,Forschendes Lernen,Religionskontakt zwischen Ost und West: Zeitgenössische Phänomene und ihre antiken Hintergründe,Dr. Rosel Pientka-Hinz,2020-11-01T00:00:00Z,2021-10-31T00:00:00Z
67,Forschendes Lernen,Sozialer Statuswandel in Migrationsbiographien - Biographische Analyse sozialer Positionierungsprozesse von Geflüchteten mit Gewalterfahrung und/oder prekärem Aufenthaltsstatus,Christian Schramm,2019-04-01T00:00:00Z,2020-03-31T00:00:00Z
67,Forschendes Lernen,Sprache - Literatur - Kultur: Chile im Spanischunterricht,"Jun.-Prof. Dr. Yasmin Temelli, Prof. Dr. Christian Grünnagel, Prof. Dr. Judith Visser",2019-06-01T00:00:00Z,2019-08-31T00:00:00Z
67,Forschendes Lernen,Traumatheologie: Kritische Bibellektüre anhand von Leiderfahrungen. Entwicklung eines Tagungs- und Seminarkonzepts mit Studierenden zur angewandten wissenschaftlichen Exegese von Bibeltexten.,Prof. Dr. Peter Wick,2021-04-01T00:00:00Z,2021-12-31T00:00:00Z
67,Forschendes Lernen,Von der Neugier zur Publikation. Einblicke in die Projektentwicklung und die Durchführung archäologischer Feldforschung in den tridentiner Alpen (Italien),Dr. des. Aydin Abar,2021-04-01T00:00:00Z,2021-10-31T00:00:00Z
67,Forschendes Lernen,Werkstoffkunde für Studierende in der Studieneingangsphase neu gedacht - Entwicklung einer forschenden werkstoffkundlichen Lehre unter Berücksichtigung nachhaltiger Entwicklungsziele,Prof. Dr. Sebastian Weber,2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
67,Forschendes Lernen,Zwischen Bilderflut und Bildersturm: Zur Rolle von Bildern in Religion und Gesellschaft (2.0),"Dr. Martin Radermacher, Dr. Patrick F. Krüger, Dr. Jens Schlamelcher, FSR Religionswissenschaft",2020-04-01T00:00:00Z,2021-09-30T00:00:00Z
67,"Forschendes Lernen, Schwerpunkt Data Science",Big Data in der Windenergietechnik,"Prof. Dr.-Ing. Constantinos Sourkounis, Philip Krajinski",2020-09-01T00:00:00Z,2021-08-31T00:00:00Z
67,"Forschendes Lernen, Schwerpunkt Data Science",Data Science for Psychologists - Integration von Machine Learning in das Modul Multivariate Verfahren,"Dr. Till Kaiser, Prof. Dr. Maike Luhmann",2021-02-01T00:00:00Z,2022-04-30T00:00:00Z
67,"Forschendes Lernen, Schwerpunkt Data Science",Data Science in Finance,"Prof. Dr. Stephan Paul, Doron Reichmann",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
67,"Forschendes Lernen, Schwerpunkt Data Science",Datenkompetenz im Gesundheitsbereich am praktischen Beispiel ausgewählter Gesundheitsapps,"Birgit Zeyer-Gliozzo, Dr. Barbara Emons, Prof. Dr. Thorsten Schäfer, Prof. Dr. Markus Dürmuth",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
67,"Forschendes Lernen, Schwerpunkt Data Science",DigiAttika 2.0: Analytische Ansätze zu einem digitalen Repositorium,Dr. phil. Barbora Weissova,2021-10-01T00:00:00Z,2022-09-30T00:00:00Z
67,"Forschendes Lernen, Schwerpunkt Data Science",Digitale Analyse großer Textkorpora,"Dr. Stephanie Heimgartner, Jun.-Prof. Dr. Tatjana Scheffler, Prof. Dr. Stefanie Dipper, Prof. Dr. Judith Visser",2021-10-01T00:00:00Z,2022-09-30T00:00:00Z
67,"Forschendes Lernen, Schwerpunkt Data Science",Interaktivierung eines Staubfängers: Das Potential archivarischer Daten entdecken und mit Data Science erschließen,Dr. Barbora Weissova,2020-10-01T00:00:00Z,2022-03-31T00:00:00Z
67,"Forschendes Lernen, Schwerpunkt Data Science",Interdisziplinär mit digitalen Daten forschen,"Prof. Dr. Estrid Sørensen, Dipl.-Biol. Kerstin Kallweit",2020-02-01T00:00:00Z,2021-09-30T00:00:00Z
67,"Forschendes Lernen, Schwerpunkt Data Science",LIMELDAS: Linguistische Methoden: Linguistic Data Science,"Prof. Dr. Eva Belke, Jun.-Prof. Dr. Agata Renans, Prof. Dr. Stefanie Dipper, Prof. Dr. Tanja Anstatt, Prof. Dr. Judith Visser, Prof. Dr. Lena Heine, Prof. Dr. Eric Fuß, Prof. Dr. Karin Pittner, Jun.-Prof. Dr. Tatjana Scheffler",2020-09-01T00:00:00Z,2021-08-31T00:00:00Z
67,"Forschendes Lernen, Schwerpunkt Data Science",Sport Science goes Open Source: Entwicklung einer frei verfügbaren Softwarebibliothek für Lehre und Wissenschaft,"Robin Schäfer, Dr. Markus Reichert, Prof. Dr. Laurenz Wiskott, Pablo Nolte",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
67,Germanistische Institutspartnerschaften (DAAD),Interkulturelles Deutschlehren und -lernen (Kiew),Prof. Dr. Björn Rothstein,2019-04-01T00:00:00Z,2021-12-31T00:00:00Z
67,Germanistische Institutspartnerschaften (DAAD),Interkulturelles Deutschlehren und -lernen (Kiew),Prof. Dr. Björn Rothstein,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z
67,Innovative Praxisprojekte,"""Blue Engineering“ - Soziale und ökologische Verantwortung von Ingenieurinnen und Ingenieuren","Prof. Dr. Harro Stolpe, M.Sc. Marvin Nöller, Kiara Stein",2022-04-01T00:00:00Z,2023-03-31T00:00:00Z
67,Innovative Praxisprojekte,Den Campus mitgestalten! Gründung eines Zentrums für simulationsbasierte Lehre (ZSBL) an der RUB,"Prof. Dr. Joachim Wirth, Prof. Dr. Uta Wilkens, Prof. Dr. Thorsten Schäfer",2020-08-15T00:00:00Z,2021-08-15T00:00:00Z
67,Innovative Praxisprojekte,Digitales Museum,"Stefanie Kramer, Jens Schlamelcher",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
67,Innovative Praxisprojekte,Innovationsmanagement,Prof. Dr. Matthias Weiss,2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
67,Innovative Praxisprojekte,KIbox - Kickbox-unterstützte Lösung von Nachhaltigkeits Challenges durch den Einsatz künstlicher Intelligenz,"Prof. Dr. Jens Pöppelbuß, Prof. Dr. Christian Meske",2022-04-01T00:00:00Z,2023-03-31T00:00:00Z
67,Innovative Praxisprojekte,Kollaboration im B2B Wertschöpfungsnetzwerk - Nutzung von Laborerfahrung für den Transfer zu Praxispartnern (Exploiting the Collaboration Space),"Prof. Dr. Uta Wilkens, Prof. Dr. Kristina Tschulik",2020-05-01T00:00:00Z,2021-12-01T00:00:00Z
67,Innovative Praxisprojekte,Praxis-Startup - von der theoretischen Grundlagenveranstaltung zur innovativen Lösung praktischer Anwendungsprobleme,Prof. Dr. Martin Hofmann; Dr. Corinna Heldt,2020-10-01T00:00:00Z,2021-07-30T00:00:00Z
67,Innovative Praxisprojekte,"Religiöse Pluralität entdecken, reflektieren und diskutierend sichtbar machen","Prof. Dr. Claudia Jahnel, Dr. Claudia Rammelt",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
67,Innovative Praxisprojekte,Sustainable Product and Business Development,"Prof. Dr.-Ing. Sebastian Weber, M.A. Tina Boes",2022-04-01T00:00:00Z,2023-03-31T00:00:00Z
67,Innovative Praxisprojekte,Technikzukünfte in der deutschsprachigen Science-Fiction-Literatur. Literaturwissenschaft als soziale Praxis,"Prof. Dr. Ralph Köhnen, Markus Tillmann",2021-04-01T00:00:00Z,2022-03-31T00:00:00Z
67,Innovative Praxisprojekte,Unternehmensnachfolge,Prof. Dr. Katharina Uffmann,2020-04-01T00:00:00Z,2021-03-31T00:00:00Z
67,Innovative Praxisprojekte,WORTWORTWORT. Begleitung eines Literaturfestivals,Dr. Stephanie Heimgartner,2020-09-01T00:00:00Z,2021-03-31T00:00:00Z
67,inSTUDIES/Forschendes Lernen hoch 3,Gelebte Kritik. Gesellschaftliche Utopien im individuellen Handeln,"Prof. Dr. Jürgen Straub, Rebecca Thrun",2020-10-01T00:00:00Z,2020-12-31T00:00:00Z
67,inSTUDIES/Summer Schools,„tl;dr“ Too long; didn’t read (?) Große Textmengen computergestützt analysieren,"Dr. Frederik Elwert, Lena Liefke, Dr. Stephanie Heimgartner, Sebastian Gerhartz, Stefan Reiners",2020-04-01T00:00:00Z,2021-03-31T00:00:00Z
67,inSTUDIES/Summer Schools,Digitalisierung macht Schule,Dr. Henning Feldmann,2020-04-01T00:00:00Z,2021-03-31T00:00:00Z
67,interLECTURE,Globale Christentümer: Theologische und religionswissenschaftliche Perspektiven,"Vertr.-Prof. Dr. Martin Radermacher, Prof. Dr. Cladia Jahnel, Prof. Dr.Bernhard Grümme, Dr. Jens Schlamelcher, Dr. Claudia Rammelt, Dr. habil. Kristin Platt",2020-06-01T00:00:00Z,2021-09-30T00:00:00Z
67,interLECTURE,No-Go-Areas erfoschren: Aspekte räumlicher Begrenzung und ihrer Medialisierung,"Dr. Stephanie Heimgartner, Dr. Hilde Hoffmann, Dr. Olena Petrenko,",2020-04-01T00:00:00Z,2020-09-30T00:00:00Z
67,Landesmasterprogramm,Inklusionsorientierte Ausbildungsanteile M.Ed.,"Prof. Dr. Judith Visser, Dr. Henning Feldmann",2019-04-17T00:00:00Z,2021-09-30T00:00:00Z
67,Lehramt.International (DAAD),PiStE,"Prof. Dr. Björn Rothstein, Prof. Dr. Judith Visser, Dr. Henning Feldmann",2021-01-01T00:00:00Z,2024-12-31T00:00:00Z
67,Lerninfrastrukturprogramm,Bioinformatischer Designer-Katalysator,Prof. Dr. Dirk Tischler,2021-02-02T00:00:00Z,NA
67,Lerninfrastrukturprogramm,Eye-tracking-fähige VR-Brillen in der geowissenschaftlichen Methodenausbildung,"Prof. Dr. Frank Dickmann, Prof. Dr. Carsten Jürgens, Prof. Dr. Harald Zepp",2019-06-11T00:00:00Z,NA
67,Lerninfrastrukturprogramm,Funksysteme,"Prof. Dr. Christof Paar, Dr. Christian Zenger",2021-07-22T00:00:00Z,NA
67,Lerninfrastrukturprogramm,Geodaten aus der Luft in 3D,"Prof. Dr Carsten Jürgens, Prof. Dr Harro Stolpe",2021-07-22T00:00:00Z,NA
67,Lerninfrastrukturprogramm,IGEM Wettbewerb,"Prof. Dr. Dirk Tischler, Frau Luise Pinske",2021-07-22T00:00:00Z,NA
67,Lerninfrastrukturprogramm,Mobile Roboter-Lernplattform,Herr Dr. Alfred Hypki,2021-02-02T00:00:00Z,NA
67,Lerninfrastrukturprogramm,Muskelfunktions- und Karftdiagnostik forschend Lernen,"Dr. Daniel Hahn, Prof. Dr. Petra Platen",2019-12-12T00:00:00Z,NA
67,Lerninfrastrukturprogramm,"Neukonzeption des Aufbaumoduls ""Molekulare Mechanismen zur Reparatur des Nervensystems""",Prof. Dr. Dietmar Fischer,2019-12-12T00:00:00Z,NA
67,Lerninfrastrukturprogramm,"Neukonzeption des Grundpraktikums ""Tierphysiologische Übungen""",Prof. Dr. Dietmar Fischer,2019-06-11T00:00:00Z,NA
67,Lerninfrastrukturprogramm,Smarte Apparate,"Prof. Dr Thomas Musch, Herr Stephan Westerdick",2021-12-15T00:00:00Z,NA
67,Lerninfrastrukturprogramm,SPS Lernumgebung,"Prof. Dr. Bernd Kuhlenkötter, Herr Dr. Alfred Hypki",2021-07-22T00:00:00Z,NA
67,Lerninfrastrukturprogramm,Virtual Humanities Lab,Prof.  Dr. Florian Sprenger,2021-07-22T00:00:00Z,NA
67,Lerninfrastrukturprogramm,Virtueller Hörsaal DiViP,"Torsten Cleve, Dr. Ivonne Möller",2021-02-02T00:00:00Z,NA
67,Lerninfrastrukturprogramm,Vivid iq Ultraschallgeraet,"Prof. Dr. Petra Platen, Prof. Dr. Daniel Hahn, Prof. Dr. Alexander Ferauti",2020-06-01T00:00:00Z,NA
67,MERCUR,StuP digital,"Prof. Dr. Gabriele Bellenberg, Dr. Henning Feldmann",2019-04-01T00:00:00Z,2021-06-30T00:00:00Z
67,Qualitätsoffensive Lehrerbildung,DiAL:OGe,"Prof. Dr. Gabriele Bellenberg, Dr. Henning Feldmann",2020-03-01T00:00:00Z,2023-12-31T00:00:00Z
67,Studentische Initiativprojekte,Die Sprache der Dinge,"Samira Kleinschmidt, Clara Stolz",2019-04-01T00:00:00Z,2019-09-30T00:00:00Z
67,Studentische Initiativprojekte,Digital Marketing in Practice,"Anna Klötzer, Lisa Hartmann",2019-04-01T00:00:00Z,2020-07-31T00:00:00Z
67,Studentische Initiativprojekte,Fake News,"Jennifer Haas, Julia Schmidt, Christina Lammering",2019-10-01T00:00:00Z,2020-12-31T00:00:00Z
67,Studentische Initiativprojekte,HERMAION 3.0,"Robert Queckenberg, Carina Liebel, Kristina Ahrens",2019-04-01T00:00:00Z,2020-09-30T00:00:00Z
67,Studentische Initiativprojekte,Leben Verstehen,Emre Ünal,2019-10-01T00:00:00Z,2020-03-31T00:00:00Z
67,Studentische Initiativprojekte,Lernen Durch Erinnern,"Sebastian Döpp, Thorben Pieper, Luise Mohr, Chris Buchholz, Jano Meyer, Janina Schäuffele",2019-10-01T00:00:00Z,2021-03-31T00:00:00Z
67,Studentische Initiativprojekte,Lernreise,"Hanna Wilming, Karina Mauksch, Nadine Ponto, Archun Rajaratnam",2019-10-01T00:00:00Z,2021-03-31T00:00:00Z
67,Studentische Initiativprojekte,Nachhaltiges Bauen und Wohnen am Beispiel Tiny House,"Ulrike Emonds, Marvin Nöller",2019-04-01T00:00:00Z,2020-06-30T00:00:00Z
67,Studentische Initiativprojekte,Sales Challenge,"Marco Schneider, Nadine Lipka",2019-10-01T00:00:00Z,2020-07-31T00:00:00Z
67,Studentische Initiativprojekte,Ungebunden. Projekt Literaturagentur,"Nina Kullmann, Lisa Brammertz, Marlon Brand",2019-04-01T00:00:00Z,2020-09-30T00:00:00Z
67,UNIC@RUB,Design of a Virtual Exchange program for the Summer Semester 2022 between the Protestant Faculty of RUB and the Faculty of Theology of the University of Deusto in the frame of the UNIC cooperation“,Prof. Dr. Claudia Jahnel,2022-02-01T00:00:00Z,2022-07-31T00:00:00Z
67,UNIC@RUB,Dignified Spaces in a Plural Europe: On the (In)Visibility of Cultural and Religious Communities in Post-Industrial Cities,"Dr. Jens Schlamelcher, Dr. Martin Rademacher",2022-01-01T00:00:00Z,2022-06-30T00:00:00Z
67,UNIC@RUB,Great transformations in Post‐industrial Cities: superdiversity and social innovation,Prof. Dr. Ludger Pries,2021-07-01T00:00:00Z,2022-09-30T00:00:00Z
67,UNIC@RUB,Sustainability in Process Engineering,Dr.-Ing. Philip Biessey,2022-02-01T00:00:00Z,2022-07-31T00:00:00Z
67,UNIC@RUB,Transnational Migration and Social Cohesion in Sustainable Urban Transformation,Prof. Dr. Ludger Pries,2021-10-01T00:00:00Z,2022-03-31T00:00:00Z
67,UNIC@RUB,Urban modeling for post-industrial cities,Jun. Prof. Dr. Andreas Rienow,2022-01-01T00:00:00Z,2022-08-31T00:00:00Z
67,Visiting Professors Linie 1,"EELP-Gastlehrstuhl, Gastdoz. Dr. Sticker",Prof. Dr. Corinna Mieth,2020-04-01T00:00:00Z,2020-09-30T00:00:00Z
67,Visiting Professors Linie 1,"EELP-Gastlehrstuhl, Gastdoz. Prof. Araujo",Prof. Dr. Corinna Mieth,2019-10-01T00:00:00Z,2020-03-31T00:00:00Z
67,Visiting Professors Linie 1,"EELP-Gastlehrstuhl, Gastdoz. Prof. Moolio",Prof. Dr. Corinna Mieth,2019-04-01T00:00:00Z,2019-09-30T00:00:00Z
67,Visiting Professors Linie 1,"EELP-Gastlehrstuhl, Gastdoz. Prof. Pinzani",Prof. Dr. Corinna Mieth,2020-10-01T00:00:00Z,2021-03-31T00:00:00Z
67,Visiting Professors Linie 1,"IFHV-Gastlehrstuhl, Gastdoz. Prof. Douhan",Prof. Dr. Pierre Thielbörger,2020-09-01T00:00:00Z,2021-02-28T00:00:00Z
67,Visiting Professors Linie 1,"IFHV-Gastlehrstuhl, Gastdoz. Prof. Hauser (1)",Prof. Dr. Pierre Thielbörger,2020-03-01T00:00:00Z,2020-08-31T00:00:00Z
67,Visiting Professors Linie 1,"IFHV-Gastlehrstuhl, Gastdoz. Prof. Mälksoo",Prof. Dr. Pierre Thielbörger,2019-09-01T00:00:00Z,2020-02-29T00:00:00Z
67,Visiting Professors Linie 1,"IFHV-Gastlehrstuhl, Gastdoz. Prof. Oberleitner",Prof. Dr. Pierre Thielbörger,2020-03-01T00:00:00Z,2020-08-31T00:00:00Z
67,Visiting Professors Linie 2,Gastdozentur Prof.Mazzolini,Prof. Dr. Thomas Feldhoff,2020-12-01T00:00:00Z,2021-02-28T00:00:00Z
67,Visiting Professors Linie 3,"IFHV-Gastlehrstuhl, Gastdoz. Prof. Hauser (2)",Prof. Dr. Pierre Thielbörger,2021-09-01T00:00:00Z,2022-01-31T00:00:00Z
